fromId,toId
236840136,176310143
34270080,19036725
27118077,66905823
41338503,7092102
12534,646533
123054759,16580226
82963512,112471133
23503181,44134466
254839786,124528830
22784458,28149277
51780974,97319539
11696732,14190551
11348282,127958577
20060293,16245822
22060843,46038835
236184723,222261763
300418156,29472803
18194898,50115087
20550976,14502775
24641194,131333738
15396961,949521
143363196,21548362
307458983,276706356
108558650,104301012
325106566,115313263
38390323,184637613
14642816,123565032
14848513,153784150
15102849,18194898
34373923,90720074
67864340,149538028
370958925,68503464
52866725,16134731
112939321,204317520
204140367,117674417
978241,15641791
25565646,50115087
109571377,337886919
94414805,48485771
22784458,15216860
34783473,16239185
57986173,84421229
16895140,25473689
18581803,20273398
47161442,24081780
67818595,28420827
14689101,23820989
78832728,94325602
172161833,221636679
7702232,19040580
280935165,380580781
24272129,16303106
211614808,309822643
3004231,19637934
18646280,108811740
121537720,101569095
18069427,20075644
15162193,19390810
49997792,34270080
104301012,66499322
14944532,15165493
7377812,1065921
92757996,127381503
28184452,50115087
36279501,40381496
19766517,14693823
21158690,62050341
23954547,151727301
15473958,15165502
17909306,30704824
29472803,14693823
108669535,15933910
36279501,24272129
18742918,7738402
33423,30863
17564647,20471349
14589257,20273398
18581803,26280712
27022632,79797834
259641511,437102741
7702232,31232539
134234059,29725730
14848513,15165493
15102849,127958577
128496483,393170964
257236842,151338729
19495940,79378658
159588456,20060293
116324294,47968639
108928516,24560836
18307364,59624844
41147062,29472803
258140947,19358562
17759701,15913
32327501,437102741
7872262,7861312
78832728,112758378
28755851,274791635
107830991,254839786
38395010,5380672
22679419,15575251
116036694,276577539
15858135,43170475
15874998,14075928
19040580,15680204
59785628,339527983
119897041,153784150
337886919,7429892
26929220,56860418
15112961,48485771
351671009,352226153
19637934,6480682
37046756,39839316
131613362,27633075
78941245,28824426
86247424,19242665
226014818,11928542
24272129,15576928
82453323,65707359
34771668,8001572
32230901,105410969
56814021,16929349
74265849,11696732
32327501,20737911
274791635,486450371
461410856,314316607
16098603,20397258
153474021,15162193
196327549,22462180
52758395,7429892
45416789,16674726
57490887,151338729
28635233,109702885
45416789,28037700
16483812,21548362
16580226,15519544
18776017,16098603
406628822,274153775
84043660,121258930
1065921,31808762
4833,656673
15959868,7702232
18666844,16799897
10956212,13434622
19195914,5768872
5442012,14269220
13811562,2727051
24004172,15888142
99885625,25026165
270449528,280935165
16098603,19049747
70694567,18746273
24190981,46678012
451250774,18996905
96513226,10228272
28357463,13018112
15311166,38934368
461410856,56860418
90057908,262340283
16134731,34986425
86336234,85891683
18646280,119897041
393170964,121063287
16028750,41967463
16364222,14075928
20060293,11348282
222261763,283306479
214761161,42900952
20065440,30313925
7377812,47161442
18194898,11211372
52768208,11348282
204089551,94918917
279787626,172883064
38190358,48358776
14269220,90964854
463952369,31331740
15234657,10350
20065440,78941245
254839786,430268163
20950208,16265412
42495940,273120131
14589257,21158690
10671602,14691709
25577874,14654965
119228619,52330027
17759701,71606873
33998183,44134466
15060582,26871300
25952851,39141427
28184452,50115087
15216860,7860742
17093617,5380672
82453323,52768208
48939443,281159810
17732153,139162440
43952326,34947001
12437282,15165493
20935355,18021714
141508391,14983833
17384099,43166813
121537720,20437704
41894068,105189289
17480797,37986651
22784458,3359851
15826220,71245177
24190981,24599923
19390810,153474021
9930742,40381496
160008685,19311729
15070932,160008685
14217740,4620451
15102849,15473958
7860742,14498387
356447837,20471349
279787626,72818790
229425177,206923844
76786777,107172099
3359851,24585498
24942585,16464746
197504076,17868918
34743251,19802879
7098022,207936757
34947001,21208444
31414569,187773078
307206030,105895378
17990996,6539592
26871300,22126231
14747507,90046723
195475105,46209291
35722372,18776017
79033029,191548936
45416789,7377812
44773640,150384918
48370736,7565302
39141427,91359384
8004732,17224642
18646280,119897041
16800811,21685295
35407584,10956212
177691409,59804598
35617065,16265412
138003731,28192145
20397258,21554226
17552077,3359851
19617190,4230121
178388060,284422688
74265849,50284910
24081780,7861312
105250713,22126231
463952369,197504076
15165493,16245822
58497291,66905823
17732153,6480682
325106566,258203336
14180231,127973392
133875756,282280747
109445327,85658777
15454228,22253
27119147,5374
15094659,14642816
7194892,87764480
656673,849101
34437253,90433566
34886889,16483812
358775055,56860418
15576928,62975545
153226312,100581193
15335662,14416109
31308620,140800067
172883064,83943787
7377812,45416789
211614808,105895378
44788330,34068984
78433570,128216887
211303345,107172099
18307364,20177423
20661527,12611642
104201057,123054759
99426033,97319539
14416109,19164725
222261763,112939321
358775055,69592091
93329426,7702232
88323281,279787626
16617056,14075928
803663,16815990
79184073,271139098
16097743,14498387
26841335,31067157
46209291,203338499
187773078,40981798
60968363,7872262
27479039,6210882
24942585,5442012
28184452,13176312
352226153,16098603
60033,14112756
15485441,15693493
82453323,189253902
107172099,44134466
7860742,24081780
25376226,15888142
25793504,15216860
9431932,5442012
16567106,15447248
15489348,32675894
378450578,324305626
65647594,11348282
19493072,151338729
42316573,18928924
184637613,242451319
35777372,245424983
7194892,15222083
22784458,111164068
153643574,128496483
153784150,17781165
430268163,463952369
27118077,37561615
25964256,13967652
226014818,128522006
25569713,34739121
108857204,66629039
14689101,15782318
101859065,82030021
282843710,393170964
14269220,15447248
10260682,15420011
17480797,39524364
30207757,7194892
30704824,98942778
18928924,29660021
14180231,67818595
229425177,19493072
18069427,16453996
15160273,84421229
394263193,288485704
465024108,60033
32338244,20649962
14922225,60968363
21554226,71606873
16029857,20060293
365110774,281929850
69029861,113751683
13626882,174904516
34743251,24129206
280935165,107830991
127381503,89487030
41894068,14791162
25964256,19040580
36741036,27479039
97319539,26444473
9463382,25993
92757996,26000424
270449528,116036694
72245548,23954547
25460763,24049604
185699666,108857204
8470732,17224642
7860742,14464369
13176312,133067266
83665015,16619881
19766517,21436960
24190981,28635233
15782318,62581962
11446092,107650489
14654965,25787929
5870022,52768208
48370736,41172837
10441,10260682
16710946,34743251
44134466,14944532
21678052,15913
58462957,28357463
38214426,209506790
356447837,362626342
93905958,59804598
15234657,22841103
3359851,29758446
11211372,11180212
1268821,52768208
19493072,225444667
242451319,234526497
394263193,157829215
31308620,13967652
100581193,225444667
273101322,90618895
109571377,65647594
15102849,14936377
24129206,18746273
307206030,307642294
14642816,14416109
949521,22253
32230901,14249767
222640532,18666844
24004172,131333738
294198566,9451052
14536491,18776017
17564647,262775327
64091671,92614930
294198566,18742444
211303345,4620451
26000424,97319539
281929850,417771496
20177423,13018112
254839786,121533789
21910500,17062358
221636679,384621304
206713609,273120131
35617065,141021153
14180231,48485771
34986425,15766521
25964256,89487030
19036725,28471924
34783473,16237246
21683202,109702885
40381496,15641791
22784458,91359384
309366491,36629388
48118853,39141427
248883350,107830991
213777144,189898898
52758395,161760542
97319539,19040580
14498387,24004172
339943969,245394117
1134701,972651
145753059,16617056
225411266,52768208
42361118,60968363
87764480,16252002
15473958,14693823
52758395,13176312
3359851,11928542
85561166,378450578
19923638,20177423
273186916,426182072
209506790,105643923
24486637,108857204
36750478,245424983
15060582,749863
24942585,20880546
14927276,51780974
41147062,82453323
21678052,90779436
289365039,46423291
7872262,14471778
19493072,2367911
245394117,19311729
23503181,8295072
16098603,188499505
3096071,18927441
26871300,22872643
70694567,50115087
949521,12534
15375238,209169572
38920015,28755851
24560836,1183041
270449528,153226312
52902163,14448205
134995648,135006149
14424667,1065921
14038862,45862504
46038835,14416109
57490887,206923844
123371682,134940306
66499322,44826769
307642294,238308325
7565302,16567106
7872262,15712979
20904455,5995932
16679681,29447358
16263407,82661220
15934926,20506424
196327549,123371682
46209291,204317520
22784458,29514951
17224642,84421229
43166813,52768208
180505807,12741
28755851,4197051
128302994,185699666
8170292,49492585
437057710,417771496
63307960,34783473
50115087,43166813
949521,8501792
14589257,20747847
226629405,220368467
116324294,11342502
13176312,39832918
16098603,14424667
11348282,65647594
339527983,356606395
16356344,161760542
14200408,14747507
128302994,25598800
7429892,153784150
134234059,59507002
40381496,90046723
108719347,14747507
143950772,7384432
29047058,15640349
10228272,101859065
43365692,19960690
72818790,222261763
200559228,133055665
134234059,16028750
59804598,17552077
48939443,325106566
100581193,69592091
283306479,43003845
389351403,417771496
254839786,314316607
19923638,16929349
90720074,24190981
35415477,35777372
14203936,21363077
34437253,52905424
151338729,225444667
11446092,15874998
276308596,31331740
15473958,16580226
14763,13811562
65913144,38514229
16619881,19838339
1268821,50115087
41147062,23503181
18666844,5442012
23272358,106816456
339527983,318182652
127381503,46533328
16356344,12611642
226014818,141021153
100581193,153226312
28184452,15431856
437057710,128496483
21075893,294198566
14448205,3245291
23027237,6539592
160237722,248883350
30258963,11348282
19766517,19653925
149538028,236184723
105241998,42900952
42361118,119228619
211614808,245394117
83943787,27633075
11348282,153784150
18666844,187744415
102608859,18963070
28635233,18307364
149538028,204317520
15826220,15420011
15234657,15913
19363528,28609947
14231571,2727051
88097807,394263193
284422688,131601987
223581250,93885127
60620992,28184452
23503181,52768208
14642816,16028750
29725730,35777372
9431932,45134201
104209445,7872262
461410856,276577539
16577399,14203936
796155,15268771
22253,8752622
26853548,25565646
245394117,309325161
352226153,26841335
14059392,27050042
19508719,60491491
59507002,20437286
121825928,66629039
27022632,20649962
17980497,22168987
93905958,148497957
23503181,52758395
18655633,26280712
105895378,384621304
223581250,108928516
15934926,30704824
133067266,15165493
133067266,76786777
123565032,59110488
65647594,11348282
10671602,18655633
85561166,28755851
16580226,20060293
14502775,20550976
13626882,12998242
15653423,146155608
15102849,266464616
365110774,21548362
437102741,317658862
152137231,30258963
43365692,14741804
104301012,19064433
40981798,17116707
12591,9779032
7860742,7081402
6374602,7123452
339527983,153643574
273120131,138003731
153784150,42869411
20060293,12611642
131490551,307642294
25964256,24486637
60608455,155976326
128302994,26000424
11348282,20060293
26143624,24233316
206923844,17116707
276706356,274153775
12437282,14693823
142047796,23954547
365110774,24049604
47637606,16365403
338017544,3245291
437057710,259641511
262775327,23215572
258203336,172161833
18963070,90779436
29514951,22784458
15653423,198876913
240201827,273101322
188108667,22462180
35732628,317658862
282280747,29725730
155976326,146155608
26929220,463952369
16003580,16303106
21436960,17384099
15575251,9275742
138887977,85658777
311214131,18928924
24942585,362626342
16028750,79011908
324305626,273101322
9451052,9275742
28184452,19802879
112471133,59110488
62609430,155976326
290097288,191548936
64488804,49629418
107830991,34428380
15934926,14791162
45416789,8470732
24004172,21681252
22139698,19766517
158419434,439788025
26299078,47968639
25460763,56151063
78941245,38441030
2776801,52866725
33998183,161760542
281159810,15070932
72482827,16134731
28184452,107172099
8001572,62581962
311214131,38920015
14983833,116952434
317658862,25227537
223581250,90779436
5871202,12587
11178672,73975665
21625141,52905424
36741036,27050042
362626342,309822643
79184073,30098539
65913144,42361118
17868918,40981798
10441,35746423
20560246,28755851
1065921,223247584
85658777,226179592
3359851,93885127
20661527,7377812
18023140,17093617
113751683,3359851
9117202,226014818
124528830,204317520
151727301,121825928
119897041,107172099
41147062,30258963
31477674,25026165
15993650,93885127
39839316,34211097
10373972,15667666
3245291,47787563
307458983,259842341
7860742,19637934
107172099,43166813
88097807,40981798
52758395,18174913
15853668,128302994
8501792,12534
88097807,100581193
82661220,99330079
2727051,36253
273101322,54178513
16405372,20437286
271139098,22027186
85891683,43166813
57490887,8088112
60273,949521
31119337,98942778
29447358,20437286
21683202,18307364
211303345,14505838
204317520,100581193
15335662,20437704
34068984,95980722
240201827,437057710
61853389,18023140
105241998,15666380
1134701,16098603
131613362,274153775
109702885,1879831
191548936,15913
23954547,34739121
157829215,40981798
57490887,200559228
9917552,31119337
18069427,48370736
16674726,309366491
118943387,2609891
123054759,22139698
15849055,21363077
15396961,61133
19390810,14575107
24004172,14471778
18996905,40981798
38214426,90779436
143125196,58462957
78433570,25984418
236184723,204317520
35415477,46038835
254839786,297801196
19780462,21575175
24942585,20880546
15519544,20060293
14179822,23806129
15216860,14249767
14416109,16800811
41172837,22679419
135006149,22784458
15165493,14091091
19242665,107650489
7860742,8470732
15461733,14848513
15666380,90420314
131333738,5995932
108811740,14091091
276308596,214328887
33998183,11211372
42869411,11348282
101859065,90779436
21158690,7860742
134940306,187773078
29660021,4197051
101633415,17759701
47968639,21575175
270449528,204140367
48358776,29247964
145845459,204140367
226179592,69029861
14589257,48485771
15933910,14934818
15165493,7429892
38789654,56819939
31525143,105241998
196327549,254839786
20437704,112471133
123371682,100581193
43933017,20075644
161760542,52768208
82963512,35777372
7429892,52758395
16580226,15102849
20273398,20661527
15712979,6076432
27050042,4230121
73113327,16237246
15165493,14091091
46678012,19784831
6539592,17853760
31443503,16303106
131601987,111164068
56819939,38789654
108928516,131601987
16453996,20075644
30704824,21208444
32338244,145753059
113751683,15853668
123371682,43003845
172161833,3359851
15782318,88749392
32032000,294430454
18021714,119228619
19040580,65913144
17759701,14922225
203338499,112939321
19390810,59624844
211303345,19802879
324305626,334462090
15584619,115485051
133055665,22462180
45416789,24004172
29872754,236840136
7092102,153474021
279787626,187773078
24004172,45416789
59804598,28420827
38441030,28471924
16364222,21436558
111164068,29514951
204140367,248883350
131333738,16674726
21554226,14498387
19148708,16929349
84421229,16098603
128522006,15993650
183022206,22035674
31308620,14654965
334462090,38920015
20824887,14689101
46533328,72245548
13967652,26281970
7458942,112471133
61133,8501792
116324294,16679681
26000424,108857204
20471349,18581803
225444667,34428380
306803641,198876913
5442012,146155608
134995648,100369246
15693493,22084427
123054759,14091091
309325161,211614808
31308620,135006149
22841103,101859065
14498387,18021714
7429892,34743251
254839786,31331740
104548229,26569855
131411085,24476165
52758395,53175445
29660021,131411085
204140367,439788025
35764723,80107076
17037417,10671602
18666844,126042901
25964256,26000424
14848513,15165493
52758395,189253902
11348282,44134466
294198566,20273398
35732628,273186916
21208444,9917552
12121162,93905958
87044829,146350964
93714983,104201057
8004732,18069427
84421229,7860742
7860742,52330027
72245548,89487030
19802879,15165502
25254052,26582656
127381503,34739121
310087940,7861312
107830991,40981798
35777372,20437286
104201057,24919888
46038835,29447358
14217740,15461733
16097743,35926608
33998183,16245822
56860418,358775055
152137231,86336234
16626187,14888584
19725644,11180212
11211372,28184452
78977078,37986651
134995648,58497291
24004172,14498387
6480682,38934368
276905731,144040563
19040580,18069427
207936757,7098022
58462957,17909306
35926608,16098603
23503181,43166813
42869411,86336234
15594313,11342502
18776017,26281970
24081780,18069427
14471778,38514229
18194898,28123862
19390810,17771860
14217740,19802879
16475194,47787563
151338729,248883350
204089551,284422688
14217740,15519544
19960690,73113327
15519544,16580226
461410856,204140367
22784458,15993650
15959868,58497291
236840136,273120131
16894839,7081402
18581803,5995932
86336234,65647594
143125196,34211097
17771860,14934818
112471133,37564255
279787626,200559228
15485441,15888142
289365039,36754931
14642816,20437286
17116707,153226312
79184073,34783473
39601084,14934818
25569713,13967652
3359851,18581803
78941245,106816456
17868918,34428380
89487030,15853668
34739121,26000424
63787760,290097288
117177831,93885127
52768208,34743251
8004732,24081780
23806129,4230121
245394117,262775327
300418156,109571377
19546942,19390810
67818595,5442012
27050042,8067082
27118077,24486637
109635031,27479039
35732628,90618895
34428380,22462180
14180231,94414805
13176312,14693823
15154217,31353077
298757008,238308325
7702232,185699666
35722372,7860742
15068719,19728957
41338503,28635233
31477674,309366491
7377812,7872262
119228619,71606873
38390323,204089551
15653423,121258930
20060293,8295072
22841103,43170475
15268771,796155
358775055,225444667
188108667,251261925
36279501,34986425
16097743,22784458
133067266,19802879
19546942,43952326
35764723,28609947
20060293,50115087
24190981,21279256
276577539,276308596
18174913,42869411
311214131,273186916
19049747,1183041
100581193,158419434
14983833,15858135
14424667,20661527
15712979,9413072
259842341,172883064
16567106,90964854
15234657,19279990
56814021,90720074
206923844,22462180
325106566,19311729
21436558,5374
3359851,155976326
59785628,32327501
108669535,15934926
306803641,319020952
20880546,15666380
1268821,20060293
102608859,20747847
18174861,17093617
14647570,19725644
36750478,82963512
16929349,14575107
7860742,21681252
16239185,149292003
20060293,7429892
213032194,187744415
271139098,22168987
134940306,56860418
18021714,1134701
197504076,134940306
12555,22253
146155608,155976326
25421732,131601987
13176312,15519544
131411085,56151063
34986425,72482827
21681252,24004172
30913636,121537720
20060293,11211372
656673,15736190
204317520,314316607
4230121,90046723
18888026,59709745
18194898,20060293
43952326,30704824
15874998,16134731
294198566,3359851
19802879,82453323
31414569,2367911
92757996,93329426
34743251,43166813
153784150,52768208
25376226,121258930
358775055,236184723
31525143,43365692
130897520,26841335
31808762,7081402
273101322,417771496
149538028,145845459
18194898,43166813
324305626,466830475
25254052,17853760
44235766,185699666
140800067,25339125
20506424,13018112
12437282,6374602
18666844,10350
26582656,20649962
31477674,16453996
14983833,18963070
24004172,1183041
226629405,31414569
309366491,18776017
15165502,14208982
309325161,23215572
237420957,105643923
14059392,52866725
380580781,124528830
394263193,258140947
35415477,41967463
49997792,16186743
36750478,101569095
44773640,93329426
83665015,17980497
25276905,19195914
849101,13600352
38214426,28482819
384621304,362626342
6480682,139162440
14448205,273120131
334462090,128496483
656673,949521
213777144,46209291
262775327,221636679
242451319,21678052
325106566,262775327
300418156,15473958
19195914,98942778
138887977,161392400
101569095,82963512
131601987,24004172
15396961,646533
16096907,5374
183786731,28192145
307458983,2367911
226014818,126444583
14498387,18776017
15102849,43166813
19495940,92614930
88097807,83417972
15292252,41441873
9779032,60273
7872262,43933017
24129206,7429892
26929220,276308596
116498875,19493072
56860418,248883350
422253889,48939443
73113327,43365692
325106566,309325161
20060293,42869411
15094659,59507002
25026165,14180231
20060293,28184452
288485704,27633075
7429892,85891683
15712979,1134701
14183551,174904516
82963512,19780462
160008685,105895378
11222,949521
2172,19838339
15420011,10260682
99885625,222353841
16237246,16619881
13176312,15102849
21678052,34068984
7377812,20273398
259842341,88323281
341840097,155976326
138003731,126042901
39832918,13176312
266464616,161760542
282280747,47968639
14416109,82963512
130897520,20747741
177352756,188443111
15874998,17002699
24081780,7872262
23503181,25565646
15853668,151727301
16464746,111164068
138887977,289365039
60491491,14059392
19780355,78941245
14654965,75370828
23215572,281159810
18440972,18174861
14416109,22060843
317658862,378450578
155976326,23140494
9232572,11752272
245394117,221636679
74523,10545
15641791,27479039
1194401,2172
5768872,11072822
279787626,40981798
15234657,90964854
266464616,17384099
12437282,65647594
288485704,18996905
2776801,27479039
109571377,13176312
1134701,7861312
222261763,463952369
150384918,44773640
123371682,67864340
7081402,14589257
100318079,259842341
248883350,40981798
188046098,225411266
28184452,82453323
66691804,183786731
60273,61133
204459867,177691409
210731717,18928924
5374,806283
35746423,104548229
18713254,19279990
16674726,16098603
18742444,3359851
200559228,222261763
261001122,7860742
34373923,21208444
1065921,188499505
21208444,16929349
19766517,14647570
18996905,19358562
5870022,16356344
19358562,22462180
20050047,20436059
111164068,146035223
19040580,16097743
325106566,146729999
13811562,60273
41338503,15934926
22084427,27022632
45673,61133
131411085,318182652
121063287,273101322
19040580,309366491
143363196,281929850
276706356,160237722
62579071,91359384
236184723,196327549
22253,8501792
198876913,155976326
15102849,15165493
28539301,282843710
461410856,463952369
104209445,20904455
14934818,41338503
188046098,161760542
245394117,121258930
206923844,107830991
14327450,33423
113751683,187744415
15396961,13811562
28635233,105189289
14691709,18776017
6480652,17853760
276308596,131613362
60608455,48485771
15640349,16134731
204317520,145845459
16265412,7098022
222261763,394263193
56814021,21401466
22784458,29514951
36982940,26444473
140795202,4197051
123371682,259842341
1118781,1268821
236840136,15924858
22841103,12611642
8004732,7377812
20437704,19780462
20273398,22841103
319020952,5442012
12121162,18742444
15993650,204089551
11072822,15420011
94325602,52866725
36982940,15959868
59785628,365110774
18581803,325106566
72245548,135006149
34428380,43003845
52758395,15519544
310087940,31067157
23140494,5442012
274153775,358775055
4230121,6210882
47968639,16679681
69029861,289365039
349150213,33538829
28465635,259842341
15102849,161760542
20075644,61475880
465024108,656673
49492585,20543416
23215572,14180231
849101,12741
15853668,25577874
170921507,15112961
12555,10545
384621304,238308325
238308325,422253889
43003845,254839786
5870022,28123862
245394117,21075893
262775327,211614808
18646280,109571377
43003845,34428380
214328887,117674417
12591,949521
210731717,339527983
19780462,29447358
119228619,84421229
15666380,15888142
258140947,200214366
62579071,118943387
66905823,25787929
94918917,38390323
167939376,15993650
15094659,11342502
200214366,40981798
14183551,19838339
43166813,41441873
43662236,15666380
221636679,422253889
21678052,117177831
16028750,14642816
177352756,209169572
23954547,93329426
7860742,26281970
116036694,83943787
29725730,38500966
18307364,15933910
11348282,82453323
31331740,40981798
32032000,14589257
18776017,22841103
78832728,36741036
131613362,380580781
349150213,79033029
19728957,59804598
197504076,121533789
16483812,128496483
183786731,44826769
7872262,16674726
113751683,22784458
72482827,19508719
15454228,13811562
300418156,44134466
439788025,195475105
258140947,123371682
66629039,27118077
88097807,151338729
19802879,4620451
14693823,15165493
195475105,226629405
45673,33423
15165502,14217740
34986425,15641791
19040580,16097743
370952365,198876913
72482827,79797834
24486637,135006149
19164725,59238436
15165493,15461733
19923638,19568471
210731717,324305626
271139098,15464883
20737911,21548362
131601987,116952434
33787936,22035674
11211372,41147062
78832728,60491491
11211372,127958577
380580781,358775055
238308325,5442012
6480682,22677790
203338499,116036694
15640349,24272129
282280747,121537720
14197641,15268771
18776017,144040563
90779436,131601987
86221475,158419434
16186743,26143624
61133,30863
21681252,36629388
12815,9779032
112471133,19164725
37986651,28471924
48358776,30704824
7565302,48485771
307206030,245394117
25376226,116952434
63787760,187744415
49997792,17480797
3840,1183041
52758395,20060293
749863,8067082
56860418,274153775
15640349,105250713
4833,12534
3359851,24942585
20661527,5442012
259842341,28465635
153784150,53175445
15165502,15473958
153643574,466830475
160008685,131490551
140795202,128496483
15712979,8004732
187773078,203338499
28420827,48485771
72818790,107830991
15454228,949521
28465635,17868918
37986651,61853389
155976326,319020952
48118853,66905823
101633415,131601987
229425177,27633075
18174913,107172099
161760542,127958577
7860742,20273398
18581803,93905958
949521,12815
20649962,6480652
10441,16096907
22060843,35777372
52758395,65707359
466830475,324305626
3359851,15134782
389351403,143363196
8004732,5995932
211614808,221636679
35407584,14685759
18581803,7860742
220368467,26929220
204140367,69592091
150384918,25787929
8752622,25993
64488804,16567106
21681252,7860742
131613362,153226312
85561166,24049604
5995932,14471778
131601987,36629388
36253,9779032
45416789,18927441
56814021,18307364
68450853,2776801
104548229,15826220
15068719,21724128
15461733,28123862
211614808,309325161
102608859,94414805
245394117,20471349
135006149,121825928
200214366,88323281
16894839,15575251
48485771,15485441
20397258,71606873
14934818,58462957
15216860,26444473
8470732,24081780
10877,78453
16562955,24117694
18069427,16098603
949521,13811562
99426033,121825928
24004172,16098603
28539301,59785628
124528830,43003845
17990996,36279501
188443111,209169572
1134701,8004732
27050042,40381496
76786777,41147062
63787760,9451052
3359851,36754931
72818790,270449528
262775327,384621304
58497291,36982940
12998242,73113327
430268163,83943787
19164725,14642816
26853548,104201057
60491491,26871300
117198054,19495940
26853548,14693823
62579071,51780974
14693823,11348282
16003580,88749392
26582656,15693493
14666401,105643923
358775055,145845459
17990996,27050042
463952369,67864340
15311166,20649962
19802879,4620451
111164068,25421732
28357463,38190358
15653423,170921507
1268821,16580226
24190981,90720074
221829166,307458983
161760542,28123862
119897041,50115087
370952365,20880546
45509346,24742040
258140947,158419434
3359851,15234657
20397258,7860742
178388060,28149277
24486637,15853668
19495940,29755836
221636679,262775327
465024108,9779032
36993162,3359851
141508391,89487030
159223855,319020952
294198566,46423291
184637613,338305835
190957611,210731717
39601084,29123186
121537720,116324294
27119147,15826220
37046756,31119337
37046756,7092102
124528830,314316607
146155608,121258930
121063287,42316573
17980497,5380672
14691709,15736190
34270080,20050047
19148708,21279256
34947001,19546942
66629039,23954547
72753148,13967652
108811740,65647594
142047796,93329426
262340283,40981798
274153775,28465635
18581803,46423291
22679419,90964854
35926608,15375238
273120131,47787563
15766521,16134731
18021714,21681252
6117622,86247424
7846,294198566
749863,33423
56814021,41894068
14791162,17909306
38514229,20273398
83417972,88097807
148497957,15154217
16252002,9275742
6210882,978241
45673,12491
270449528,225444667
59238436,16028750
22784458,146035223
79011908,26299078
2367911,259842341
18581803,16097743
406628822,17116707
20560246,311214131
18854250,26569855
19358562,204317520
112758378,14747507
16356344,41147062
178388060,28149277
306803641,117541123
271139098,34783473
41147062,43166813
288485704,276706356
11696732,74265849
33538829,294430454
72245548,25598800
20904455,20397258
439788025,307458983
7702232,14249767
15431856,19802879
20273398,14464369
28184452,5870022
167939376,126444583
69592091,149538028
88323281,28465635
36993162,20075644
107172099,30258963
13176312,21436960
11342502,35777372
849101,949521
12534,12555
6539592,23027237
3359851,207936757
15826220,35746423
140795202,121063287
24641194,30207757
210731717,37878753
189253902,8295072
69029861,226179592
21685295,16800811
16097743,18021714
25993,14231571
15519544,21436960
47968639,15335662
25598800,97319539
121063287,4197051
240201827,378450578
25984418,813286
17759701,22258315
15858135,26281970
17480797,49997792
14589257,17037417
14498387,48370736
307458983,200214366
16263407,38395010
7872262,43933017
50115087,43166813
9431932,82030021
19766517,21436960
12491,11250
72818790,67864340
15461733,16876667
21401466,34947001
48485771,18713254
36741036,18556103
10454572,7861312
119228619,43933017
221636679,356447837
334462090,85561166
221636679,258203336
72482827,90046723
56814021,73129083
100318079,8088112
145753059,27022632
43003845,160237722
19780462,59110488
204140367,172883064
23215572,384621304
112758378,19508719
34739121,15853668
7860742,15913
34428380,31331740
298757008,115313263
34373923,20177423
5870022,21770611
37561615,27118077
35415477,185397767
307458983,248883350
45416789,71606873
24129206,28184452
11348282,14693823
56860418,206923844
20060293,70694567
18174913,16580226
24486637,27118077
31353077,115485051
48358776,15933910
259842341,196327549
10877,12741
280935165,307458983
59624844,19546942
298757008,67818595
61133,12534
45509346,15653423
30704824,21401466
5995932,16674726
25565646,28184452
245394117,281159810
9431932,14464369
11222,61133
276577539,121533789
307642294,172161833
111164068,28149277
16252002,15666380
307458983,276308596
18194898,19802879
92757996,15853668
108811740,28184452
22784458,34739121
152137231,300418156
3359851,5442012
37046756,105189289
24486637,25793504
2776801,14075928
44039298,6480652
15102849,14982575
96513226,259379883
7860742,17092592
60273,115485051
11928542,14691709
153784150,41441873
24117694,91359384
386064033,370958925
35415477,16405372
128522006,188443111
15519544,14693823
221036078,172883064
197504076,145845459
13462442,15165502
262340283,116498875
362626342,262775327
49997792,18023140
44788330,109445327
356606395,389351403
131601987,126444583
45509346,18742444
294198566,11928542
4230121,52866725
23140494,144040563
6374602,15500649
25993,12587
16679681,36750478
358775055,297801196
236840136,52902163
157829215,69592091
69592091,204317520
3359851,30207757
14179822,978241
14741804,5380672
90779436,95980722
141508391,101633415
14498387,119228619
14424667,21158690
276706356,2367911
3359851,22258315
806283,15420011
28123862,43166813
289365039,20273398
12121162,22784458
196327549,270449528
16793368,16364222
5995932,20075644
290097288,3359851
463952369,46209291
59238436,79011908
29472803,11348282
3004231,188443111
191548936,294198566
67818595,146155608
25421732,16097743
32230901,48118853
25339125,14654965
39141427,128302994
130897520,306472866
259842341,124528830
177352756,15993650
31453604,38441030
1065921,18069427
4230121,109635031
75370828,25793504
19838339,43365692
21910500,78433570
103598216,17116707
254839786,19358562
8470732,18776017
23457239,59804598
67818595,27855118
45416789,5995932
14506253,6539592
84043660,18948541
15461733,82453323
15519544,14091091
115313263,339943969
158419434,430268163
42361118,16674726
67864340,204140367
172883064,88323281
307206030,262775327
41147062,22139698
14179822,6539592
115313263,105895378
12437282,85891683
141021153,28149277
67818595,18927441
23828851,16364222
222640532,48485771
15933910,41338503
270449528,123371682
11211372,5870022
40981798,195475105
200559228,31331740
15576928,105485632
39141427,15853668
114910205,3096071
29047058,72482827
82030021,29514951
79011908,38500966
226179592,63787760
25473689,36629388
49997792,28824426
15519544,18646280
143363196,486450371
7860742,8004732
358775055,83943787
19493072,22462180
41147062,20060293
12437282,53175445
222640532,59414975
324305626,16483812
44773640,99426033
41147062,15102849
34373923,16929349
4620451,24129206
34886889,42316573
1268821,18646280
21075893,115313263
